,Unnamed: 0,index,promptID,pairID,genre,sentence1_binary_parse,sentence2_binary_parse,sentence1_parse,sentence2_parse,sentence1,sentence2,label1,gold_label
197,197,296,144121,144121c,government,"( ( There ( 's ( ( a sort ) ( of ( ( bidding war ) ( ( ( going on ) , ) ( with ( ( law schools ) ( offering ( ( ( ever-increasing ( financial packages ) ) -- ) ( most ( of ( it loans ) ) ) ) ) ) ) ) ) ) ) ) ) ( , ( ( said ( Dean Glen ) ) . ) ) )",( ( No one ) ( really ( ( cares ( about ( ( the ( new students ) ) ( coming ( to ( their institutions ) ) ) ) ) ) . ) ) ),"(ROOT (SINV (S (NP (EX There)) (VP (VBZ 's) (NP (NP (DT a) (NN sort)) (PP (IN of) (NP (NP (NN bidding) (NN war)) (VP (VBG going) (PRT (RP on)) (, ,) (PP (IN with) (NP (NP (NN law) (NNS schools)) (VP (VBG offering) (NP (NP (JJ ever-increasing) (JJ financial) (NNS packages)) (: --) (NP (NP (JJS most)) (PP (IN of) (NP (PRP it) (NNS loans)))))))))))))) (, ,) (VP (VBD said)) (NP (NNP Dean) (NNP Glen)) (. .)))",(ROOT (S (NP (DT No) (NN one)) (ADVP (RB really)) (VP (VBZ cares) (PP (IN about) (NP (NP (DT the) (JJ new) (NNS students)) (VP (VBG coming) (PP (TO to) (NP (PRP$ their) (NNS institutions))))))) (. .))),"There's a sort of bidding war going on, with law schools offering ever-increasing financial packages -- most of it loans, said Dean Glen. ",No one really cares about the new students coming to their institutions. ,contradiction,contradiction
242,242,358,49869,49869e,travel,( Kashmir ( ( remained ( ( an ( unresolved problem ) ) ( of Partition ) ) ) . ) ),( ( ( The ( partition problem ) ) ( of Kashmir ) ) ( ( remained unresolved ) . ) ),(ROOT (S (NP (NNP Kashmir)) (VP (VBD remained) (NP (NP (DT an) (JJ unresolved) (NN problem)) (PP (IN of) (NP (NNP Partition))))) (. .))),(ROOT (S (NP (NP (DT The) (NN partition) (NN problem)) (PP (IN of) (NP (NNP Kashmir)))) (VP (VBD remained) (ADJP (JJ unresolved))) (. .))),Kashmir remained an unresolved problem of Partition.,The partition problem of Kashmir remained unresolved.  ,entailment,entailment
417,417,626,92972,92972n,slate,( But ( ( ( a ( closer analysis ) ) ( of ( the ( weather map ) ) ) ) ( ( suggests ( ( Mother Nature ) ( actually ( ( favors ( the Democrats ) ) ( this year ) ) ) ) ) . ) ) ),( ( Mother Nature ) ( ( has ( been ( ( a democrat ) ( for years ) ) ) ) . ) ),(ROOT (S (CC But) (NP (NP (DT a) (JJR closer) (NN analysis)) (PP (IN of) (NP (DT the) (NN weather) (NN map)))) (VP (VBZ suggests) (SBAR (S (NP (NNP Mother) (NNP Nature)) (ADVP (RB actually)) (VP (VBZ favors) (NP (DT the) (NNPS Democrats)) (NP (DT this) (NN year)))))) (. .))),(ROOT (S (NP (NNP Mother) (NNP Nature)) (VP (VBZ has) (VP (VBN been) (NP (NP (DT a) (NN democrat)) (PP (IN for) (NP (NNS years)))))) (. .))),But a closer analysis of the weather map suggests Mother Nature actually favors the Democrats this year.,Mother Nature has been a democrat for years.,neutral,neutral
363,363,538,49889,49889n,telephone,( yeah ( these ( ( ( ( these people ) ( they ( have ( ( the ( big loudspeakers ) ) ( because ( they ( have ( uh ( ( democratic system ) ( just ( ( like ours ) ( where ( they ( elect ( their mayors ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) and ) ( ( their councilmens ) ( it ( ( 's ( really ( kind ( of funny ) ) ) ) ( it ( ( ( 's ( ( ( it 's ) kind ) ( of ( ( an invasion ) ( of ( your ( privacy privacy ) ) ) ) ) ) ) too ) ( they ( 're ( ( going down ) ( ( these streets ) ( with ( these ( ( really loud ) speakers ) ) ) ) ) ) ) ) ) ) ) ) ) ) ),( ( ( Those people ) ( with ( the loudspeakers ) ) ) ( ( are ( very annoying ) ) . ) ),(ROOT (S (VP (VB yeah) (NP (DT these) (NP (NP (DT these) (NNS people)) (SBAR (S (NP (PRP they)) (VP (VBP have) (NP (NP (DT the) (JJ big) (NNS loudspeakers)) (SBAR (IN because) (S (NP (PRP they)) (VP (VBP have) (S (INTJ (UH uh)) (NP (JJ democratic) (NN system)) (ADVP (RB just)) (VP (VB like) (NP (PRP ours)) (SBAR (WHADVP (WRB where)) (S (NP (PRP they)) (VP (VBP elect) (NP (PRP$ their) (NNS mayors))))))))))))))) (CC and) (NP (NP (PRP$ their) (NNS councilmens)) (SBAR (S (NP (PRP it)) (VP (VBZ 's) (ADJP (RB really) (JJ kind) (PP (IN of) (ADJP (JJ funny)))) (SBAR (S (NP (PRP it)) (VP (VBZ 's) (NP (NP (NP (PRP it) (POS 's)) (NN kind)) (PP (IN of) (NP (NP (DT an) (NN invasion)) (PP (IN of) (NP (PRP$ your) (NN privacy) (NN privacy)))))) (ADVP (RB too)) (SBAR (S (NP (PRP they)) (VP (VBP 're) (VP (VBG going) (PRT (RP down)) (NP (NP (DT these) (NNS streets)) (PP (IN with) (NP (DT these) (ADJP (RB really) (JJ loud)) (NNS speakers))))))))))))))))))),(ROOT (S (NP (NP (DT Those) (NNS people)) (PP (IN with) (NP (DT the) (NNS loudspeakers)))) (VP (VBP are) (ADJP (RB very) (JJ annoying))) (. .))),yeah these these people they have the big loudspeakers because they have uh democratic system just like ours where they elect their mayors and their councilmens it's really kind of funny it's it's kind of an invasion of your privacy privacy too they're going down these streets with these really loud speakers,Those people with the loudspeakers are very annoying.,neutral,neutral
102,102,145,124072,124072c,slate,"( ( ( ( Richardson 's ) ( need ( to ( ( ( make Picasso ) ( into ( ( ( a ( serious artist ) ) and ) ( an ( honorable man ) ) ) ) ) ( -LRB- ( ( instead ( of ( ( the ( ( inspired poetic ) rascal ) ) ( he ( actually was ) ) ) ) ) -RRB- ) ) ) ) ) ) ( ( ( deforms , ) ( above ( ( all , ) ( ( his account ) ( of ( ( Picasso 's ) relations ) ) ) ) ) ) ( with women ) ) ) ( , ( he ( writes . ) ) ) )",( Picasso ( ( was ( a ( gentleman ( and ( not ( an ( ( inspired poetic ) rascal ) ) ) ) ) ) ) . ) ),"(ROOT (S (S (NP (NP (NNP Richardson) (POS 's)) (NN need) (S (VP (TO to) (VP (VB make) (NP (NNP Picasso)) (PP (IN into) (NP (NP (DT a) (JJ serious) (NN artist)) (CC and) (NP (DT an) (JJ honorable) (NN man)))) (PRN (-LRB- -LRB-) (PP (RB instead) (IN of) (NP (NP (DT the) (ADJP (JJ inspired) (JJ poetic)) (NN rascal)) (SBAR (S (NP (PRP he)) (ADVP (RB actually)) (VP (VBD was)))))) (-RRB- -RRB-)))))) (VP (VBZ deforms) (, ,) (PP (IN above) (NP (NP (DT all)) (, ,) (NP (NP (PRP$ his) (NN account)) (PP (IN of) (NP (NP (NNP Picasso) (POS 's)) (NNS relations)))))) (PP (IN with) (NP (NNS women))))) (, ,) (NP (PRP he)) (VP (VBZ writes)) (. .)))",(ROOT (S (NP (NNP Picasso)) (VP (VBD was) (NP (DT a) (NN gentleman) (CC and) (RB not) (DT an) (ADJP (JJ inspired) (JJ poetic)) (NN rascal))) (. .))),"Richardson's need to make Picasso into a serious artist and an honorable man (instead of the inspired poetic rascal he actually was) deforms, above all, his account of Picasso's relations with women, he writes.",Picasso was a gentleman and not an inspired poetic rascal.,contradiction,contradiction
262,262,384,65880,65880c,slate,( ( ( The rest ) ( of ( the industry ) ) ) ( ( is ( waiting ( to ( see ( ( how much ) ( control ( ( the ( government demands ) ) ( over ( recovered keys ) ) ) ) ) ) ) ) ) . ) ),( ( The industry ) ( ( waits ( for nothing ) ) . ) ),(ROOT (S (NP (NP (DT The) (NN rest)) (PP (IN of) (NP (DT the) (NN industry)))) (VP (VBZ is) (VP (VBG waiting) (S (VP (TO to) (VP (VB see) (SBAR (WHNP (WRB how) (JJ much)) (S (VP (VBP control) (NP (NP (DT the) (NN government) (NNS demands)) (PP (IN over) (NP (JJ recovered) (NNS keys)))))))))))) (. .))),(ROOT (S (NP (DT The) (NN industry)) (VP (VBZ waits) (PP (IN for) (NP (NN nothing)))) (. .))),The rest of the industry is waiting to see how much control the government demands over recovered keys.,The industry waits for nothing. ,contradiction,contradiction
288,288,429,79390,79390c,travel,"( Encapuchadores ( ( ( ( bind ( these ( male trees ) ) ) ( in spring ) ) ( to ( produce ( ( the ( pale ( , ( bleached fronds ) ) ) ) ( that ( are ( used ( in ( Palm ( Sunday celebrations ) ) ) ) ) ) ) ) ) ) . ) )",( There ( ( are ( ( no celebrations ) ( on ( Palm Sunday ) ) ) ) . ) ),"(ROOT (S (NP (NNS Encapuchadores)) (VP (VBD bind) (NP (DT these) (JJ male) (NNS trees)) (PP (IN in) (NP (NN spring))) (S (VP (TO to) (VP (VB produce) (NP (NP (DT the) (JJ pale) (, ,) (JJ bleached) (NNS fronds)) (SBAR (WHNP (WDT that)) (S (VP (VBP are) (VP (VBN used) (PP (IN in) (NP (NNP Palm) (NNP Sunday) (NNS celebrations)))))))))))) (. .)))",(ROOT (S (NP (EX There)) (VP (VBP are) (NP (NP (DT no) (NNS celebrations)) (PP (IN on) (NP (NNP Palm) (NNP Sunday))))) (. .))),"Encapuchadores bind these male trees in spring to produce the pale, bleached fronds that are used in Palm Sunday celebrations.",There are no celebrations on Palm Sunday.,contradiction,contradiction
435,435,655,85476,85476e,travel,"( ( If ( you ( would ( like ( ( a ( ( more novel ) ( , ( self-drive way ) ) ) ) ( of ( exploring ( the desert ) ) ) ) ) ) ) ) ( , ( ( hire ( a ( Quad Runner ) ) ) . ) ) )","( ( Hire ( ( a ( Quad Runner ) ) ( to ( explore ( ( the desert ) ( in ( a ( ( more novel ) ( , ( self-drive way ) ) ) ) ) ) ) ) ) ) . )","(ROOT (S (SBAR (IN If) (S (NP (PRP you)) (VP (MD would) (VP (VB like) (NP (NP (DT a) (ADJP (RBR more) (JJ novel)) (, ,) (JJ self-drive) (NN way)) (PP (IN of) (S (VP (VBG exploring) (NP (DT the) (NN desert)))))))))) (, ,) (VP (VB hire) (NP (DT a) (NNP Quad) (NNP Runner))) (. .)))","(ROOT (S (VP (VB Hire) (S (NP (DT a) (NNP Quad) (NNP Runner)) (VP (TO to) (VP (VB explore) (NP (NP (DT the) (NN desert)) (PP (IN in) (NP (DT a) (ADJP (RBR more) (JJ novel)) (, ,) (JJ self-drive) (NN way)))))))) (. .)))","If you would like a more novel, self-drive way of exploring the desert, hire a Quad Runner.","Hire a Quad Runner to explore the desert in a more novel, self-drive way.",entailment,entailment
141,141,208,356,356e,fiction,( ( The ( smart Annie ) ) ( ( ( was not ) ( in evidence ) ) . ) ),( ( The ( clever Annie ) ) ( ( ( was not ) ( in proof ) ) . ) ),(ROOT (S (NP (DT The) (JJ smart) (NN Annie)) (VP (VBD was) (RB not) (PP (IN in) (NP (NN evidence)))) (. .))),(ROOT (S (NP (DT The) (JJ clever) (NN Annie)) (VP (VBD was) (RB not) (PP (IN in) (NP (NN proof)))) (. .))),The smart Annie was not in evidence.,The clever Annie was not in proof.,entailment,entailment
434,434,653,42380,42380n,government,( ( part ( of ( its ( infrastructure ( to ( help managers ) ) ) ) ) ) ( ( ( ( run ( the entity ) ) and ) ( ( achieve ( their aims ) ) ( on ( an ( ongoing basis ) ) ) ) ) . ) ),( ( The ( new infrastructure ) ) ( ( will ( ( create ( more opportunities ) ) ( for ( the managers ) ) ) ) . ) ),(ROOT (S (NP (NP (NN part)) (PP (IN of) (NP (PRP$ its) (NN infrastructure) (S (VP (TO to) (VP (VB help) (NP (NNS managers)))))))) (VP (VP (VB run) (NP (DT the) (NN entity))) (CC and) (VP (VB achieve) (NP (PRP$ their) (NNS aims)) (PP (IN on) (NP (DT an) (JJ ongoing) (NN basis))))) (. .))),(ROOT (S (NP (DT The) (JJ new) (NN infrastructure)) (VP (MD will) (VP (VB create) (NP (JJR more) (NNS opportunities)) (PP (IN for) (NP (DT the) (NNS managers))))) (. .))),part of its infrastructure to help managers run the entity and achieve their aims on an ongoing basis.,The new infrastructure will create more opportunities for the managers.,neutral,neutral
281,281,417,59806,59806e,fiction,( ( The place ) ( ( ( was ( a ( living tomb ) ) ) ... ) . ) ),( It ( ( ( was ( no more ) ) ( than ( a ( living tomb ) ) ) ) . ) ),(ROOT (S (NP (DT The) (NN place)) (VP (VBD was) (NP (DT a) (VBG living) (NN tomb))) (: ...) (. .))),(ROOT (S (NP (PRP It)) (VP (VBD was) (ADVP (DT no) (RBR more)) (PP (IN than) (NP (DT a) (NN living) (NN tomb)))) (. .))),The place was a living tomb.,It was no more than a living tomb.,entailment,entailment
320,320,476,119418,119418n,telephone,( so ( what ( do ( you ( think ( about it ) ) ) ) ) ),( What ( ( ( do you ) ( think ( about ( flying ( across ( the country ) ) ) ) ) ) ? ) ),(ROOT (FRAG (ADVP (RB so)) (SBAR (WHNP (WP what)) (S (VP (VBP do) (SBAR (S (NP (PRP you)) (VP (VBP think) (PP (IN about) (NP (PRP it))))))))))),(ROOT (SBARQ (WHNP (WP What)) (SQ (VBP do) (NP (PRP you)) (VP (VB think) (PP (IN about) (S (VP (VBG flying) (PP (IN across) (NP (DT the) (NN country)))))))) (. ?))),so what do you think about it,What do you think about flying across the country?,neutral,neutral
380,380,570,83562,83562e,fiction,"( ( ( ( Jon , ) ( still ( looking ( through ( ( Adrin 's ) eyes ) ) ) ) ) , ) ( ( ( saw ( a ( wicked ( sharp ( blade burst ) ) ) ) ) ( through ( ( the ( Kal 's ) ) chest ) ) ) . ) )",( ( A blade ) ( ( went ( through ( ( Kal 's ) chest ) ) ) . ) ),"(ROOT (S (NP (NP (NNP Jon)) (, ,) (VP (ADVP (RB still)) (VBG looking) (PP (IN through) (NP (NP (NNP Adrin) (POS 's)) (NNS eyes)))) (, ,)) (VP (VBD saw) (NP (DT a) (JJ wicked) (JJ sharp) (NN blade) (NN burst)) (PP (IN through) (NP (NP (DT the) (NNP Kal) (POS 's)) (NN chest)))) (. .)))",(ROOT (S (NP (DT A) (NN blade)) (VP (VBD went) (PP (IN through) (NP (NP (NNP Kal) (POS 's)) (NN chest)))) (. .))),"Jon, still looking through Adrin's eyes, saw a wicked sharp blade burst through the Kal's chest.",A blade went through Kal's chest.,entailment,entailment
65,65,96,14868,14868n,telephone,( and ( so ( ( ( i ( ( started ( watching ( ( ( it and ) ( all ( of ( a ( sudden stay ) ) ) ) ) tuned ) ) ) ( next week ) ) ) and ) ( i ( went what ) ) ) ) ),( I ( ( ( would n't ) ( have ( started ( ( watching it ) ( if ( I ( 'd known ) ) ) ) ) ) ) . ) ),(ROOT (PRN (CC and) (ADJP (RB so) (SBAR (S (S (NP (FW i)) (VP (VBD started) (S (VP (VBG watching) (S (NP (NP (PRP it)) (CC and) (NP (NP (DT all)) (PP (IN of) (NP (DT a) (JJ sudden) (NN stay))))) (ADJP (VBN tuned))))) (NP (JJ next) (NN week)))) (CC and) (S (NP (FW i)) (VP (VBD went) (NP (WP what))))))))),(ROOT (S (NP (PRP I)) (VP (MD would) (RB n't) (VP (VB have) (VP (VBN started) (S (VP (VBG watching) (NP (PRP it)) (SBAR (IN if) (S (NP (PRP I)) (VP (VBD 'd) (VP (VBN known)))))))))) (. .))),and so i started watching it and all of a sudden stay tuned next week and i went what,I wouldn't have started watching it if I'd known.,neutral,neutral
389,389,586,101805,101805n,government,"( ( 4 million ) ( , ( ( which ( will ( be ( divvied ( up nationwide ) ) ) ) ) . ) ) )","( ( 4 million ) ( ( will ( be ( ( ( divided nationwide ) , ) ( according ( to ( the ( German ( Prime Minister ) ) ) ) ) ) ) ) . ) )","(ROOT (FRAG (NP (CD 4) (CD million)) (, ,) (SBAR (WHNP (WDT which)) (S (VP (MD will) (VP (VB be) (VP (VBN divvied) (ADVP (RB up) (JJ nationwide))))))) (. .)))","(ROOT (S (NP (QP (CD 4) (CD million))) (VP (MD will) (VP (VB be) (VP (VBN divided) (ADVP (RB nationwide)) (, ,) (PP (VBG according) (PP (TO to) (NP (DT the) (NNP German) (NNP Prime) (NNP Minister))))))) (. .)))","4 million, which will be divvied up nationwide.","4 million will be divided nationwide, according to the German Prime Minister.",neutral,neutral
422,422,632,117681,117681e,fiction,"( Still ( , ( ( ( ( ( ( the Johnnies ) ( will ( wait now ) ) ) . ) '' ) ( ( In ( ( the ( general relief ) ) ( at ( ( Inglethorp 's ) ( approaching departure ) ) ) ) ) ( , ( we ( had ( ( the ( ( most genial ) breakfast ) ) ( we ( had ( experienced ( since ( the tragedy ) ) ) ) ) ) ) ) ) ) ) . ) ) )","( ( We ( held ( a ( friendly ( morning meal ) ) ) ) ) ( , ( ( one ( of ( ( the best ) ( since ( the event ) ) ) ) ) ( occurred . ) ) ) )","(ROOT (S (ADVP (RB Still)) (, ,) (S (NP (DT the) (NNPS Johnnies)) (VP (MD will) (VP (VB wait) (ADVP (RB now))))) (. .) ('' '') (S (PP (IN In) (NP (NP (DT the) (JJ general) (NN relief)) (PP (IN at) (NP (NP (NNP Inglethorp) (POS 's)) (JJ approaching) (NN departure))))) (, ,) (NP (PRP we)) (VP (VBD had) (NP (NP (DT the) (ADJP (RBS most) (JJ genial)) (NN breakfast)) (SBAR (S (NP (PRP we)) (VP (VBD had) (VP (VBN experienced) (PP (IN since) (NP (DT the) (NN tragedy)))))))))) (. .)))","(ROOT (S (S (NP (PRP We)) (VP (VBD held) (NP (DT a) (JJ friendly) (NN morning) (NN meal)))) (, ,) (NP (NP (CD one)) (PP (IN of) (NP (NP (DT the) (JJS best)) (PP (IN since) (NP (DT the) (NN event)))))) (VP (VBD occurred)) (. .)))","Still, the Johnnies will wait now."" In the general relief at Inglethorp's approaching departure, we had the most genial breakfast we had experienced since the tragedy. ","We held a friendly morning meal, one of the best since the event occurred.",entailment,entailment
248,248,366,17547,17547n,fiction,"( ( ( ( ( You ( ( did not ) ( ( mention ( his name ) ) ( this afternoon ) ) ) ) , ) or ) ( I ( would ( have ( ( ( ( suggested ( your going ) ) ( to him ) ) ( for ( further information ) ) ) ( with ( ( my card ) ( as introduction ) ) ) ) ) ) ) ) . )",( ( ( He and ) I ) ( ( are ( good friends ) ) . ) ),"(ROOT (S (S (NP (PRP You)) (VP (VBD did) (RB not) (VP (VB mention) (NP (PRP$ his) (NN name)) (NP (DT this) (NN afternoon))))) (, ,) (CC or) (S (NP (PRP I)) (VP (MD would) (VP (VB have) (VP (VBN suggested) (NP (PRP$ your) (NN going)) (PP (TO to) (NP (PRP him))) (PP (IN for) (NP (JJ further) (NN information))) (PP (IN with) (NP (NP (PRP$ my) (NN card)) (PP (IN as) (NP (NN introduction))))))))) (. .)))",(ROOT (S (NP (PRP He) (CC and) (PRP I)) (VP (VBP are) (NP (JJ good) (NNS friends))) (. .))),"You did not mention his name this afternoon, or I would have suggested your going to him for further information with my card as introduction.",He and I are good friends.,neutral,neutral
14,14,22,76011,76011c,government,( States ( ( must ( ( show ( ( reasonable progress ) ( in ( their ( state ( implementation plans ) ) ) ) ) ) ( toward ( ( the ( ( congressionally mandated ) goal ) ) ( of ( returning ( to ( ( natural conditions ) ( in ( national ( parks ( and ( wilderness areas ) ) ) ) ) ) ) ) ) ) ) ) ) . ) ),( ( ( Itis ( not necessary ) ) ( for ( there ( to ( be ( any improvement ) ) ) ) ) ) . ),(ROOT (S (NP (NNPS States)) (VP (MD must) (VP (VB show) (NP (NP (JJ reasonable) (NN progress)) (PP (IN in) (NP (PRP$ their) (NN state) (NN implementation) (NNS plans)))) (PP (IN toward) (NP (NP (DT the) (ADJP (RB congressionally) (VBN mandated)) (NN goal)) (PP (IN of) (S (VP (VBG returning) (PP (TO to) (NP (NP (JJ natural) (NNS conditions)) (PP (IN in) (NP (JJ national) (NNS parks) (CC and) (NN wilderness) (NNS areas)))))))))))) (. .))),(ROOT (S (VP (VB Itis) (ADJP (RB not) (JJ necessary)) (SBAR (IN for) (S (NP (EX there)) (VP (TO to) (VP (VB be) (NP (DT any) (NN improvement))))))) (. .))),States must show reasonable progress in their state implementation plans toward the congressionally mandated goal of returning to natural conditions in national parks and wilderness areas.,Itis not necessary for there to be any improvement.,contradiction,contradiction
217,217,324,16330,16330n,fiction,"( ( ( ( ( ( Had ( that ( piquant ( gipsy face ) ) ) ) ( been ( at ( ( the bottom ) ( of ( the crime ) ) ) ) ) ) , ) or ) ( ( was it ) ( 73 ( ( the ( baser mainspring ) ) ( of money ) ) ) ) ) ? )",( ( ( Was ( that ( gipsy face ) ) ) ( responsible ( for ( ( the crime ) ( against ( the ( old woman ) ) ) ) ) ) ) ? ),"(ROOT (SQ (SQ (VBP Had) (NP (DT that) (JJ piquant) (NN gipsy) (NN face)) (VP (VBN been) (PP (IN at) (NP (NP (DT the) (NN bottom)) (PP (IN of) (NP (DT the) (NN crime))))))) (, ,) (CC or) (SQ (VBD was) (NP (PRP it)) (VP (VBN 73) (NP (NP (DT the) (NN baser) (NN mainspring)) (PP (IN of) (NP (NN money)))))) (. ?)))",(ROOT (SQ (VBD Was) (NP (DT that) (JJ gipsy) (NN face)) (ADJP (JJ responsible) (PP (IN for) (NP (NP (DT the) (NN crime)) (PP (IN against) (NP (DT the) (JJ old) (NN woman)))))) (. ?))),"Had that piquant gipsy face been at the bottom of the crime, or was it 73 the baser mainspring of money? ",Was that gipsy face responsible for the crime against the old woman?,neutral,neutral
126,126,183,94952,94952n,telephone,( we ( have ( gone ( on ( trips ( we ( 've ( bathed ( in streams ) ) ) ) ) ) ) ) ),"( ( In ( addition ( to ( bathing ( in streams ) ) ) ) ) ( , ( we ( ( ( 've also ) ( gone ( to ( ( spas and ) saunas ) ) ) ) . ) ) ) )",(ROOT (S (NP (PRP we)) (VP (VBP have) (VP (VBN gone) (PP (IN on) (NP (NP (NNS trips)) (SBAR (S (NP (PRP we)) (VP (VBP 've) (VP (VBN bathed) (PP (IN in) (NP (NNP streams))))))))))))),"(ROOT (S (PP (IN In) (NP (NP (NN addition)) (PP (TO to) (NP (NP (NN bathing)) (PP (IN in) (NP (NNP streams))))))) (, ,) (NP (PRP we)) (VP (VBP 've) (ADVP (RB also)) (VP (VBN gone) (PP (TO to) (NP (NNS spas) (CC and) (NNS saunas))))) (. .)))",we have gone on trips we've bathed in streams,"In addition to bathing in streams, we've also gone to spas and saunas.",neutral,neutral
459,459,694,100900,100900c,telephone,( uh ( ( shoot ( i ( ( ( ca n't ) even ) ( think ( of ( ( the name ) ( of it ) ) ) ) ) ) ) now ) ),( I ( never ( ( knew ( what ( it ( was called ) ) ) ) . ) ) ),(ROOT (SINV (FRAG (INTJ (UH uh))) (VP (VBP shoot) (SBAR (S (NP (FW i)) (VP (MD ca) (RB n't) (ADVP (RB even)) (VP (VB think) (PP (IN of) (NP (NP (DT the) (NN name)) (PP (IN of) (NP (PRP it)))))))))) (NP (RB now)))),(ROOT (S (NP (PRP I)) (ADVP (RB never)) (VP (VBD knew) (SBAR (WHNP (WP what)) (S (NP (PRP it)) (VP (VBD was) (VP (VBN called)))))) (. .))),uh shoot i can't even think of the name of it now,I never knew what it was called.,contradiction,contradiction
439,439,662,54931,54931n,telephone,( ( uh i ) ( 'm ( i ( ( ( 'm not ) ( real ( sure ( that ( ( ( the ( young girls ) ) ( of today ) ) ( are ( being ( forced ( into ( the ( job market ) ) ) ) ) ) ) ) ) ) ) ( as ( ( many ( of them ) ) ( imply ( i ( think ( they ( 're ( ( going in ) ( by choice ) ) ) ) ) ) ) ) ) ) ) ) ),( There ( ( ( are always ) ( jobs ( ( available ( for ( young girls ) ) ) today ) ) ) . ) ),(ROOT (S (NP (NNP uh) (NNP i)) (VP (VBP 'm) (NP (NP (FW i)) (SBAR (S (VP (VBP 'm) (RB not) (ADJP (RB real) (JJ sure) (SBAR (IN that) (S (NP (NP (DT the) (JJ young) (NNS girls)) (PP (IN of) (NP (NN today)))) (VP (VBP are) (VP (VBG being) (VP (VBN forced) (PP (IN into) (NP (DT the) (NN job) (NN market))))))))) (SBAR (IN as) (S (NP (NP (JJ many)) (PP (IN of) (NP (PRP them)))) (VP (VBP imply) (SBAR (S (NP (FW i)) (VP (VBP think) (SBAR (S (NP (PRP they)) (VP (VBP 're) (VP (VBG going) (PRT (RP in)) (PP (IN by) (NP (NN choice)))))))))))))))))))),(ROOT (S (NP (EX There)) (VP (VBP are) (ADVP (RB always)) (NP (NP (NNS jobs)) (ADJP (JJ available) (PP (IN for) (NP (JJ young) (NNS girls))) (NP (NN today))))) (. .))),uh i'm i'm not real sure that the young girls of today are being forced into the job market as many of them imply i think they're going in by choice,There are always jobs available for young girls today.,neutral,neutral
428,428,641,81745,81745e,fiction,( But ( there ( ( are ( ( different kinds ) ( of fishing ) ) ) . ) ) ),( There ( ( are ( ( different ways ) ( to fish ) ) ) . ) ),(ROOT (S (CC But) (NP (EX there)) (VP (VBP are) (NP (NP (JJ different) (NNS kinds)) (PP (IN of) (NP (NN fishing))))) (. .))),(ROOT (S (NP (EX There)) (VP (VBP are) (NP (NP (JJ different) (NNS ways)) (PP (TO to) (NP (NN fish))))) (. .))),But there are different kinds of fishing.,There are different ways to fish.,entailment,entailment
46,46,72,75438,75438c,slate,( ( Entreaties ( to ( ( the ( apartment 's ) ) owner ) ) ) ( ( have ( gone nowhere ) ) . ) ),( ( ( The ( apartment 's ) ) owner ) ( ( is ( very responsive ) ) . ) ),(ROOT (S (NP (NP (NNS Entreaties)) (PP (TO to) (NP (NP (DT the) (NN apartment) (POS 's)) (NN owner)))) (VP (VBP have) (VP (VBN gone) (ADVP (RB nowhere)))) (. .))),(ROOT (S (NP (NP (DT The) (NN apartment) (POS 's)) (NN owner)) (VP (VBZ is) (ADJP (RB very) (JJ responsive))) (. .))),Entreaties to the apartment's owner have gone nowhere.,The apartment's owner is very responsive.,contradiction,contradiction
496,496,754,86475,86475n,telephone,( ( ( ( two ( yeah yeah ) ) and ) ( ( then ( of ( course Indianapolis ) ) ) ( which ( ( is ( ( ( only ( a hundred ) ) miles ) away ) ) ( from us ) ) ) ) ) ( has ( the ( Colts yeah ) ) ) ),( We ( ill ( ( ( go ( to Indianapolis ) ) ( to ( see ( the Colts ) ) ) ) . ) ) ),(ROOT (S (NP (NP (CD two) (NN yeah) (NN yeah)) (CC and) (NP (NP (RB then)) (PP (IN of) (NP (NN course) (NNP Indianapolis))) (SBAR (WHNP (WDT which)) (S (VP (VBZ is) (ADVP (NP (QP (RB only) (DT a) (CD hundred)) (NNS miles)) (RB away)) (PP (IN from) (NP (PRP us)))))))) (VP (VBZ has) (NP (DT the) (NNP Colts) (NN yeah))))),(ROOT (S (NP (PRP We)) (ADVP (RB ill)) (VP (VBP go) (PP (TO to) (NP (NNP Indianapolis))) (S (VP (TO to) (VP (VB see) (NP (DT the) (NNPS Colts)))))) (. .))),two yeah yeah and then of course Indianapolis which is only a hundred miles away from us has the Colts yeah,We ill go to Indianapolis to see the Colts.,neutral,neutral
220,220,330,6660,6660c,telephone,( yeah ( i ( 'm ( in ( North Carolina ) ) ) ) ),( I ( ( 'm ( in ( South Carolina ) ) ) . ) ),(ROOT (S (VP (VB yeah) (SBAR (S (NP (FW i)) (VP (VBP 'm) (PP (IN in) (NP (NNP North) (NNP Carolina))))))))),(ROOT (S (NP (PRP I)) (VP (VBP 'm) (PP (IN in) (NP (NNP South) (NNP Carolina)))) (. .))),yeah i'm in North Carolina,I'm in South Carolina.,contradiction,contradiction
